t,x,y,vx,vy,v,Ek,Ep,E
0.0,0.0,0.0,35.35533905932738,35.35533905932738,50.0,181.24999999999997,0.0,181.24999999999997
0.01,0.3528011614770266,0.3523115240637413,35.205141174791734,35.10728293144023,49.71844003953876,179.21443779747779,0.5009743920816547,179.71541218955943
0.02,0.7041077472859476,0.7021519564832697,35.05642044698842,34.86111618441539,49.43935715782858,177.20812762300187,0.998434980186765,178.20656260318864
0.03,1.0539344252806577,1.049540055529628,34.909156197577886,34.61681179460093,49.162718041720524,175.23053128060417,1.4924084379061455,176.7229397185103
0.04,1.40229565844701,1.3944943117337318,34.76332812980118,34.37434323568669,48.888490010891374,173.28112302701433,1.982921058113722,175.26404408512806
0.05,1.749205708674331,1.7370329528022261,34.61891631966266,34.133684467245345,48.61664100343906,171.3593892281522,2.4699987599567024,173.8293879881089
0.060000000000000005,2.0946786404399793,2.077173948420338,34.4759012073552,33.89480992358924,48.34713956187646,169.46482802662808,2.953667095685064,172.41849512231315
0.07,2.4387283244093396,2.414935014944836,34.33426358892016,33.657694502932834,48.07995481951084,167.59694901984975,3.4339512573247717,171.0309002771745
0.08,2.781368440953557,2.7503336199900983,34.193984608134606,33.42231355685103,47.815056487196735,165.75527294835155,3.9108760831990046,169.66614903155056
0.09,3.1226124835872495,3.08338698691021,34.05504574861862,33.188642880024105,47.55241484045034,163.9393313939754,4.384466064301536,168.32379745827694
0.09999999999999999,3.4624737623283663,3.414112099179898,33.91742882615571,32.95665870026007,47.29200070691412,162.1486664875505,4.854745350526269,167.00341183807677
0.10999999999999999,3.8009654069822862,3.7425257046770453,33.781115981219685,32.726337668785874,47.0337854541606,160.38283062573066,5.321737756756815,165.70456838248748
0.11999999999999998,4.138100370352192,4.068644319869425,33.64608967170149,32.49765685079899,46.7777409778247,158.64138619666335,5.785466768819886,164.42685296548322
0.12999999999999998,4.473891431377685,4.392484233908218,33.512332665829746,32.27059371627131,46.52383969005448,156.92390531417692,6.245955549306123,163.16986086348305
0.13999999999999999,4.808351198203548,4.7140615126307965,33.379828035279125,32.0451261309975,46.27205450827038,155.229969560185,6.703226943261916,161.9331965034469
0.15,5.1414921111805105,5.033392002475187,33.24855914846061,31.821232347880393,46.02235884422346,153.5591697350193,7.157303483755627,160.71647321877495
0.16,5.4733264457998,5.350491334308537,33.11850966398813,31.59889099844593,45.77472659334343,151.9111056154123,7.608207397321538,159.51931301273385
0.17,5.803866315563217,5.665374927171852,32.9896635243162,31.378081084580902,45.52913212436771,150.28538571986456,8.055960609284726,158.3413463291493
0.18000000000000002,6.133123674790423,5.978057991943195,32.862004949543255,31.1587819704865,45.28555026924284,148.6816270811387,8.50058474897001,157.1822118301087
0.19000000000000003,6.461110321365069,6.288555534921472,32.73551843137579,30.940973374841267,45.043956313290025,147.09945502563457,8.942101154797959,156.04155618043254
0.20000000000000004,6.7878378994213495,6.596882361332872,32.610188727248314,30.724635363167053,44.804325985626974,145.53850295940882,9.380530879270925,154.91903383867975
0.21000000000000005,7.113317901972509,6.903053078761949,32.48600085459458,30.50974834039195,44.56663544983813,143.9984121606107,9.815894693851924,153.81430685446264
0.22000000000000006,7.437561673482808,7.2070821005093,32.36294008526539,30.29629304360429,44.33086129488602,142.4788315781157,10.24821309373913,152.72704467185483
0.23000000000000007,7.760580412384378,7.508983648877713,32.240991940088776,30.084250534991973,44.09698052625638,140.979417636145,10.67750630253866,151.65692393868366
0.24000000000000007,8.082385173540368,7.808771758388607,32.120142183568205,29.87360219496173,43.864970557330366,139.49983404467085,11.103794276838235,150.6036283215091
0.25000000000000006,8.402986870655754,8.106460278930552,32.000376818714805,29.66432971543293,43.63480920097688,138.0397516154101,11.52709671068427,149.56684832609437
0.26000000000000006,8.722396278637115,8.402062878841566,31.881682082009625,29.456415093300837,43.4064746613587,136.59884808322016,11.947433039964785,148.54628112318494
0.2700000000000001,9.040624035902676,8.69559304792688,31.764044438492135,29.24984062406434,43.17994552594604,135.17680793271586,12.36482244670056,147.54163037941643
0.2800000000000001,9.357680646643843,8.987064100413788,31.647450576971274,29.0445888956134,42.95520075773164,133.7733222299346,12.779283863246814,146.5526060931814
0.2900000000000001,9.673576483039454,9.276489177845129,31.531887405355498,28.840642782171546,42.73221968764132,132.38808845888093,13.190835976407664,145.5789244352886
0.3000000000000001,9.988321787423905,9.563881251912974,31.417342046098366,28.637985438388945,42.51098200713455,131.0208103627915,13.599497231465492,144.62030759425699
0.3100000000000001,10.301926674410296,9.849253127233968,31.303801831756335,28.436600293581737,42.29146776098938,129.67119778996326,14.005285836127403,143.67648362609066
0.3200000000000001,10.61440113296971,10.132617444067776,31.191254300655558,28.23647104611341,42.07365734026654,128.33896654399692,14.40821976439075,142.74718630838765
0.3300000000000001,10.925755028467682,10.413986680980043,31.079687192664547,28.037581657914213,41.85753147544757,127.0238382383111,14.808316760329776,141.83215499864087
0.34000000000000014,11.235998104658913,10.69337315745122,30.969088445069715,27.83991634913461,41.64307122974197,125.72554015478883,15.205594341805254,140.9311344965941
0.35000000000000014,11.545139985641253,10.970789036432572,30.85944618855083,27.64345959292907,41.43025799255861,124.44380510642256,15.600069804099064,140.04387491052162
0.36000000000000015,11.853190177769909,11.246246326850677,30.750748743253617,27.448196110366442,41.219073473136795,123.17837130382907,15.991760223475476,139.17013152730453
0.37000000000000016,12.160158071532866,11.519756886061623,30.64298461495674,27.254110865463435,41.00949969433238,121.92898222550996,16.38068246067095,138.3096646861809
0.38000000000000017,12.466052943388437,11.791332422256163,30.536142491330523,27.061189060337682,40.80151898655467,120.69538649173813,16.766853164314167,137.4622396560523
